Taxon_Lineage_with_Names	Taxon_Lineage_with_IDs	121818-SC-Day1	121818-SC-Day2	121818-SC-Day3	SCV2-Week1-Mouse10	SCV2-Week1-Mouse11	SCV2-Week1-Mouse12	SCV2-Week1-Mouse13	SCV2-Week1-Mouse14	SCV2-Week1-Mouse16	SCV2-Week1-Mouse17	SCV2-Week1-Mouse18	SCV2-Week1-Mouse19	SCV2-Week1-Mouse1	SCV2-Week1-Mouse20	SCV2-Week1-Mouse2	SCV2-Week1-Mouse3	SCV2-Week1-Mouse4	SCV2-Week1-Mouse5	SCV2-Week1-Mouse6	SCV2-Week1-Mouse7	SCV2-Week1-Mouse8	SCV2-Week1-Mouse9	SCV2-Week3-Mouse10	SCV2-Week3-Mouse11	SCV2-Week3-Mouse12	SCV2-Week3-Mouse13	SCV2-Week3-Mouse14	SCV2-Week3-Mouse15	SCV2-Week3-Mouse16	SCV2-Week3-Mouse17	SCV2-Week3-Mouse18	SCV2-Week3-Mouse19	SCV2-Week3-Mouse1	SCV2-Week3-Mouse20	SCV2-Week3-Mouse2	SCV2-Week3-Mouse3	SCV2-Week3-Mouse4	SCV2-Week3-Mouse5	SCV2-Week3-Mouse6	SCV2-Week3-Mouse7	SCV2-Week3-Mouse8	SCV2-Week3-Mouse9	SCV2-Week4-Mouse10	SCV2-Week4-Mouse11	SCV2-Week4-Mouse12	SCV2-Week4-Mouse14	SCV2-Week4-Mouse15	SCV2-Week4-Mouse16	SCV2-Week4-Mouse17	SCV2-Week4-Mouse18	SCV2-Week4-Mouse19	SCV2-Week4-Mouse1	SCV2-Week4-Mouse20	SCV2-Week4-Mouse2	SCV2-Week4-Mouse3	SCV2-Week4-Mouse4	SCV2-Week4-Mouse5	SCV2-Week4-Mouse6	SCV2-Week4-Mouse7	SCV2-Week4-Mouse8	SCV2-Week4-Mouse9	SCV2-Week5-Mouse10	SCV2-Week5-Mouse11	SCV2-Week5-Mouse12	SCV2-Week5-Mouse13	SCV2-Week5-Mouse14	SCV2-Week5-Mouse15	SCV2-Week5-Mouse16	SCV2-Week5-Mouse17	SCV2-Week5-Mouse18	SCV2-Week5-Mouse19	SCV2-Week5-Mouse1	SCV2-Week5-Mouse20	SCV2-Week5-Mouse2	SCV2-Week5-Mouse3	SCV2-Week5-Mouse4	SCV2-Week5-Mouse5	SCV2-Week5-Mouse6	SCV2-Week5-Mouse7	SCV2-Week5-Mouse8	SCV2-Week5-Mouse9	SCV2-Week6-Mouse10	SCV2-Week6-Mouse11	SCV2-Week6-Mouse12	SCV2-Week6-Mouse14	SCV2-Week6-Mouse15	SCV2-Week6-Mouse16	SCV2-Week6-Mouse17	SCV2-Week6-Mouse18	SCV2-Week6-Mouse19	SCV2-Week6-Mouse1	SCV2-Week6-Mouse20	SCV2-Week6-Mouse2	SCV2-Week6-Mouse3	SCV2-Week6-Mouse4	SCV2-Week6-Mouse5	SCV2-Week6-Mouse6	SCV2-Week6-Mouse7	SCV2-Week6-Mouse8	SCV2-Week6-Mouse9	SCV2-Week7-Mouse10	SCV2-Week7-Mouse11	SCV2-Week7-Mouse12	SCV2-Week7-Mouse13	SCV2-Week7-Mouse14	SCV2-Week7-Mouse15	SCV2-Week7-Mouse16	SCV2-Week7-Mouse17	SCV2-Week7-Mouse18	SCV2-Week7-Mouse19	SCV2-Week7-Mouse1	SCV2-Week7-Mouse20	SCV2-Week7-Mouse2	SCV2-Week7-Mouse3	SCV2-Week7-Mouse4	SCV2-Week7-Mouse5	SCV2-Week7-Mouse6	SCV2-Week7-Mouse7	SCV2-Week7-Mouse8	SCV2-Week7-Mouse9	SCV2-Week8-Mouse10-Cecum	SCV2-Week8-Mouse10	SCV2-Week8-Mouse10-Small-Intestine	SCV2-Week8-Mouse11-Cecum	SCV2-Week8-Mouse11	SCV2-Week8-Mouse11-Small-Intestine	SCV2-Week8-Mouse12-Cecum	SCV2-Week8-Mouse12	SCV2-Week8-Mouse12-Small-Intestine	SCV2-Week8-Mouse13-Cecum	SCV2-Week8-Mouse13	SCV2-Week8-Mouse13-Small-Intestine	SCV2-Week8-Mouse14-Cecum	SCV2-Week8-Mouse14	SCV2-Week8-Mouse14-Small-Intestine	SCV2-Week8-Mouse15-Cecum	SCV2-Week8-Mouse15	SCV2-Week8-Mouse15-Small-Intestine	SCV2-Week8-Mouse16-Cecum	SCV2-Week8-Mouse16	SCV2-Week8-Mouse16-Small-Intestine	SCV2-Week8-Mouse17-Cecum	SCV2-Week8-Mouse17	SCV2-Week8-Mouse17-Small-Intestine	SCV2-Week8-Mouse18-Cecum	SCV2-Week8-Mouse18	SCV2-Week8-Mouse18-Small-Intestine	SCV2-Week8-Mouse19-Cecum	SCV2-Week8-Mouse19	SCV2-Week8-Mouse1-Cecum	SCV2-Week8-Mouse1	SCV2-Week8-Mouse1-Small-Intestine	SCV2-Week8-Mouse20-Cecum	SCV2-Week8-Mouse20	SCV2-Week8-Mouse2-Cecum	SCV2-Week8-Mouse2	SCV2-Week8-Mouse2-Small-Intestine	SCV2-Week8-Mouse3-Cecum	SCV2-Week8-Mouse3	SCV2-Week8-Mouse3-Small-Intestine	SCV2-Week8-Mouse4-Cecum	SCV2-Week8-Mouse4	SCV2-Week8-Mouse4-Small-Intestine	SCV2-Week8-Mouse5-Cecum	SCV2-Week8-Mouse5	SCV2-Week8-Mouse5-Small-Intestine	SCV2-Week8-Mouse6-Cecum	SCV2-Week8-Mouse6	SCV2-Week8-Mouse6-Small-Intestine	SCV2-Week8-Mouse7-Cecum	SCV2-Week8-Mouse7	SCV2-Week8-Mouse7-Small-Intestine	SCV2-Week8-Mouse8-Cecum	SCV2-Week8-Mouse8	SCV2-Week8-Mouse8-Small-Intestine	SCV2-Week8-Mouse9-Cecum	SCV2-Week8-Mouse9-Small-Intestine	SCV2-Week8-MouseSI19	SCV2-Week8-MouseSI20	SCV2-Week8-Mouse9
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00066|genus_vGENUS-03855|species_vOTU-163497	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000179|genus_4054006|species_4157384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000624712162537708	0.00151395961955529	0.00211942865801074	0.000331427329281625	0	0	0	0	0	0	0	0	0	0	0	0.00161440765112571	0.00195077512959106	0.00229270599238659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00200987880574862	0.0012855529349883	0.00140763762627288	0.000953117456468203	0.000855130909464899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000349025978960295	0.00081296201395654	0	0.00135998278723558	0.00188515783438082	0	0.000898222903839921	0.00223498972327358	0	0.00112707264041654	0.0019770126432585	0	0.00136946922471893	0.00180892806175771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00006|genus_vGENUS-04237|species_vOTU-000125	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000285|genus_4000858|species_4157999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.77678079464073e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Crassvirales|family_vFAM-00121|genus_vGENUS-06741|species_vOTU-000122	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|order_4000012|family_4028302|genus_4109159|species_4158006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000169578765379955	6.18555265264687e-05	3.23651238194562e-05	2.21238740504405e-05	5.47602774402665e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00009|genus_vGENUS-06492|species_vOTU-021469	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000181|genus_4007440|species_4158765	0.000719510469894847	0.00107575065864207	0.00155360661062215	0	0	0	0	0	0.0015411600812347	0.00314954952915332	0	0.00463059308674177	0	0.00211560384264473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000557263586116422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00385950047903533	0	0	0	0	0.000889756589466875	0.00358971363045679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000941220267725245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00250065206128377	0	0	0.00119734417744773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00318025925248049	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00001|genus_vGENUS-10412|species_vOTU-157009	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000176|genus_4014314|species_4159118	0	0	0	0.000910722131373874	0.00259575491370301	0.0029500195805098	0.00195291651742585	0.00204940461134289	0.0010106390196307	0.00143960658505728	0	0.000764207091758429	0.00197805039028773	0.000766008549105939	0.00162921220774042	0.00186932480946454	0.00125742263561519	0.00413920446721422	0.00174224009627383	0.00173024999489228	0.00210017887955897	0.00136579779026898	0.00023507366473631	0	0.000343581342066234	0	0.000243792395614321	0	0.000441215399858437	0	0	0	0	0	0	0	0.000118205729042487	0	0.000445733337868787	0	0.000300893795286059	0.000149312659501736	0	0	0	0.000181779215747451	0.000254985021637099	0.000224698241997246	0	0.00027572991817177	0	0	0.000671794619762365	0.000747824321683146	0	0	0	0.000284307673060689	0.000241140898426948	0.000396573348788916	0.00035450949583533	0.000191812628086537	0	0	0	0	0	0.000404886656950038	0	0	0	0	0	0.00223607240557514	0	0	0	0	0.000400591789803601	0	0	0	0	0.000436404493641494	0	0	0	0	0	0	0.000877920958344095	0	0.00329684772719857	0.00127692080601972	0.00149849079286071	0.00141605991988261	0	0.000287609801271616	0.000311316226292869	0.000304217062718935	0.000205191730070432	0	0	0.000238869088104951	0.000277129377125572	0.000295720542864161	0	0	0	0	0.00130063233554562	0	0.0010491947028427	0.00127477315615659	0.00113873516209465	0	0	0.000330934181314695	0	0	0	0	0	0.000733090899046369	0	0	0.000369934267390215	0.000353817153093124	0	0.000512123629900165	0.000433969301993685	0	0.000629226164363619	0.000348301251830142	0	0	0.000149485743746854	0	0	0	0	0	0	0	0	0	0	0	0	0.000476504016208117	0.000741644860573975	0	0	0	0.00230296509349128	0.00198459923362821	0	0.000827684954882911	0.000903340633715654	0.006277678363205	0.000898174276183609	0.00190333700708033	0	0	0.001093505023107	0	0.000380511933162772	0	0.0046236425370232	0	0.000325150704704824	0	0.00414199152022815	0.000605135358436602	0	0.00138129562253614	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00049|genus_vGENUS-18124|species_vOTU-069339	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000701|genus_4016425|species_4159574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.09852336178118e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00043|genus_vGENUS-13516|species_vOTU-034176	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000493|genus_4105374|species_4160837	0.000169320299614295	0.000181309394653312	0.000117818413479487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43080984343823e-05	0.000156862378153502	0	5.94924403853279e-05	0	0	0	0	0.000931507710629108	0.000463512488690324	0.000403193352785686	0.000745551916211272	0	0.000226664849205892	2.84259960617228e-05	0.000212598434852849	0	0	0	0	0	0	6.72552068730787e-05	0	0	0	0	0.000770955223577221	0.000933841118181028	0.000880926531398992	0.00075464722755615	0.000764067995193007	2.65315673724276e-05	0.000183787917193778	4.26528814585147e-05	0.000343710721783608	0	0	0	0	0	0	0	0	0	0	4.60104061163187e-05	3.90492296637045e-05	0	0.00046616344105628	0.000360550276194489	0	0.000926394845592202	0.000559651838525032	0	0.000623798524683588	0.000897091572809707	0	0.000724141070271539	0.000539140507650768	0	0.000712859514992248	0.000694624440773465	0	5.09507277177844e-05	0	0	0.000127479589733913	0.000100826915116304	0	3.60732292980508e-05	6.5946157335837e-05	0	0.000187348796129198	0.000193436182079028	6.42591229941879e-05	5.92072142020079e-05	0	0	1.96287507974261e-05	2.8161387097611e-05	5.00473336391314e-05	0	0	0	0	0	0	0	0	4.54472576062477e-05	0	4.02734963198037e-05	0	0	0	5.99680613603656e-05	0	0	0	0	3.62301420574073e-05	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00001|genus_vGENUS-01862|species_vOTU-008361	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000176|genus_4018493|species_4161648	0	0	0	0	0	0	0	0	0	0.000880025769672985	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000912798696189336	0.00193017630946257	0.00413870150860658	0	0	0.000732421105104361	0.000536208279557901	0.00130556850595617	0	0.00147195749526685	0.00106234397695966	0.000770202877461111	0	0.00151680051500336	0	0.000852707483823716	0	0.000759405842279281	0	0.00078062009886049	0	0	0.00228309321517249	0.00254112291290607	0.00154823275627068	0.00144117324638878	0.00194036552053055	0.00188760487625336	0.00133127626006464	0.00210180033621389	0	0.00116863419611032	0.00101678424493441	0.00114469938060285	0.00505707587916347	0.00246942902097846	0.00147851821949774	0	0.000805695968733708	0	0.0006049003414781	0	0	0.00142014041518575	0	0	0	0	0.000817441237946445	0	0	0	0	0.00111903740528685	0.00311961342567913	0	0	0	0	0	0	0.000909491708865514	0	0	0	0	0	0.00140620145021174	0	0	0.000950147124919147	0.00073539836737462	0	0.00249128744846168	0.00192865052922331	0.00134847940173617	0.00147653987583692	0.00100115298353	0	0	0	0	0	0	0	0	0	0.00169831570409639	0	0	0.000700402151259818	0.00112585648497277	0	0.00217787477330554	0.00101288314701061	0.000918647974453036	0	0	0.00118620293768132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00107332653603544	0.00143332599601971	0	0	0.00265620435584551	0	0.000597665050317336	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00035|genus_vGENUS-00201|species_vOTU-000248	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000297|genus_4000326|species_4161849	0.000543934267703065	0.000496981873554902	0.000364380818245364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00004|genus_vGENUS-18355|species_vOTU-005986	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000192|genus_4060634|species_4161938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000846380446863117	0	0.000768061558900662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000554129210912225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00111|species_vOTU-159345	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000555|species_4162140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00061274869722664	0.000898056052555448	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000866544407621751	0.00112585705839432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000553140769474929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000977723984672159	0	0	0	0	0.000428457857627918	0.000971353608698573	0	0	0.000606487812173422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00009|genus_vGENUS-04094|species_vOTU-016731	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000181|genus_4019177|species_4162316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00256095680111444	0.00921488953141708	0.00379696180208977	0.0174216191220597	0	0	0	0	0	0	0	0	0	0	0	0	0.00235208807990654	0.00604852648531387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00700280136221251	0.00409628860415748	0.00529924186032765	0.00321703725861224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00776673761604575	0.00700744962877483	0	0.00503675942125099	0.00517957424303265	0	0.00367083839560618	0.00269603204570764	0	0.00387054659382697	0.00764004182156276	0	0.00787751749161827	0.00627318639683416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00066|species_vOTU-014839	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000179|species_4163139	0.00210773963165953	0.00110392433370456	0.00278414336525106	0	0	0	0	0	0	0	0	0.000278427760553432	0.000571435076557842	0	0	0	0	0	0	0	0	0	0	0	0	0.000478651092680009	0	0	0	0	0.000309913590109437	0	0.000448811741764616	0.000300400347757738	0	0	0	0	0	0	0	0	0.000159914567515098	0	0	0	0	0	0	0	0	0.000510842929733131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000507704243841008	0.00045355526649559	0.000558742347954988	0	0	0	0	0	0	0	0	0	0.000272438914177525	0	0	0	0	0	0	0	0	0.000405739999806397	0.000339819598771111	0	0	0.000142662385754765	0	0	0	0	0.000182312829055426	0	0.000172041611482861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000283163746351656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000445714006743566	0.000415766099568226	0	0.00044906516348865	0	0	0	0	0	0	0	0	0.000528954247168597	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00004|genus_vGENUS-04783|species_vOTU-024822	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000192|genus_4003354|species_4164187	0	0	0.000518653287264117	0	0	0	0	0	0	0	0	0	0.000546547777465481	0	0	0	0	0	0	0	0	0	0.00142390840063777	0.00180776574221812	0.00260471817475029	0.00260668837992289	0.00131692923080748	0	0.000728036836110267	0.00186427672658045	0.00152511430446893	0.00233920368101325	0	0.0014364262686111	0.00224479303615932	0.000444143015018929	0	0	0.000462829997939495	0.002548997273262	0.00169922068142006	0	0.00266117121860574	0.00220507090866729	0.00148119725972109	0.00231242792314626	0.00161512540384832	0.00198873652307471	0.00098925838720025	0	0.00079286433009703	0	0.000775891150867058	0	0	0	0.000879630045901164	0.00102366769680558	0.00114808766288737	0.00136506932323532	0.00124029730296459	0.00213136783233183	0.00144637694487839	0.00150731882623147	0	0	0.00140032129715488	0.00287777440413131	0.00170348986962561	0.0011883505132584	0.00255772956624712	0.000688592756069556	0	0	0.000956130471578525	0.000991234179810933	0.00150652713120418	0	0.000872065145458881	0.0014739882942415	0	0	0	0.000764278916953973	0.00150763033532273	0	0.00349915529515847	0.00135092786063098	0.00138064862081082	0.00200235342360031	0.00127148959894864	0.00394180940605758	0.00299831811487874	0.00282897485205783	0.00100328015783387	0.0028508913793762	0.000638760010084006	0.00141767794254175	0.00143584136765846	0.00210210093786124	0.00166652988194554	0	0	0.000584502621348118	0.00096331051449163	0.000514053560035776	0.00199268098250087	0	0.00148268817755393	0.00158338905951281	0.00251296915527346	0.00215590412953496	0.00407726730714047	0.00258271248342211	0.00230278899665466	0	0.00195103558993343	0.00328915968497768	0.00282738086797922	0.00315259699901565	0.00217786480240403	0.00319829457201357	0	0.00112662622647628	0	0	0.000890602676413382	0	0	0	0	0	0	0.000545243951689575	0	0	0.000963938857790567	0	0.00113341435878791	0	0	0.00094072943220426	0.00155241603776002	0	0.00120523304756642	0	0	0	0.00167398159837079	0.0012095461566012	0.00137035485862569	0	0	0.00132334551828198	0.00182215115610463	0.00219058556845039	0	0.00219288917227255	0.00172904728231905	0	0.00162438831098177	0	0	0	0.00169308086619012	0	0.000845343272268701	0	0	0.00193217233178187	0.0021494771782093	0	0	0.00258254191777793	0	0.00196062952201388	0	0	0	NA
