Taxon_Lineage_with_Names	Taxon_Lineage_with_IDs	121818-SC-Day1	121818-SC-Day2	121818-SC-Day3	SCV2-Week1-Mouse10	SCV2-Week1-Mouse11	SCV2-Week1-Mouse12	SCV2-Week1-Mouse13	SCV2-Week1-Mouse14	SCV2-Week1-Mouse16	SCV2-Week1-Mouse17	SCV2-Week1-Mouse18	SCV2-Week1-Mouse19	SCV2-Week1-Mouse1	SCV2-Week1-Mouse20	SCV2-Week1-Mouse2	SCV2-Week1-Mouse3	SCV2-Week1-Mouse4	SCV2-Week1-Mouse5	SCV2-Week1-Mouse6	SCV2-Week1-Mouse7	SCV2-Week1-Mouse8	SCV2-Week1-Mouse9	SCV2-Week3-Mouse10	SCV2-Week3-Mouse11	SCV2-Week3-Mouse12	SCV2-Week3-Mouse13	SCV2-Week3-Mouse14	SCV2-Week3-Mouse15	SCV2-Week3-Mouse16	SCV2-Week3-Mouse17	SCV2-Week3-Mouse18	SCV2-Week3-Mouse19	SCV2-Week3-Mouse1	SCV2-Week3-Mouse20	SCV2-Week3-Mouse2	SCV2-Week3-Mouse3	SCV2-Week3-Mouse4	SCV2-Week3-Mouse5	SCV2-Week3-Mouse6	SCV2-Week3-Mouse7	SCV2-Week3-Mouse8	SCV2-Week3-Mouse9	SCV2-Week4-Mouse10	SCV2-Week4-Mouse11	SCV2-Week4-Mouse12	SCV2-Week4-Mouse14	SCV2-Week4-Mouse15	SCV2-Week4-Mouse16	SCV2-Week4-Mouse17	SCV2-Week4-Mouse18	SCV2-Week4-Mouse19	SCV2-Week4-Mouse1	SCV2-Week4-Mouse20	SCV2-Week4-Mouse2	SCV2-Week4-Mouse3	SCV2-Week4-Mouse4	SCV2-Week4-Mouse5	SCV2-Week4-Mouse6	SCV2-Week4-Mouse7	SCV2-Week4-Mouse8	SCV2-Week4-Mouse9	SCV2-Week5-Mouse10	SCV2-Week5-Mouse11	SCV2-Week5-Mouse12	SCV2-Week5-Mouse13	SCV2-Week5-Mouse14	SCV2-Week5-Mouse15	SCV2-Week5-Mouse16	SCV2-Week5-Mouse17	SCV2-Week5-Mouse18	SCV2-Week5-Mouse19	SCV2-Week5-Mouse1	SCV2-Week5-Mouse20	SCV2-Week5-Mouse2	SCV2-Week5-Mouse3	SCV2-Week5-Mouse4	SCV2-Week5-Mouse5	SCV2-Week5-Mouse6	SCV2-Week5-Mouse7	SCV2-Week5-Mouse8	SCV2-Week5-Mouse9	SCV2-Week6-Mouse10	SCV2-Week6-Mouse11	SCV2-Week6-Mouse12	SCV2-Week6-Mouse14	SCV2-Week6-Mouse15	SCV2-Week6-Mouse16	SCV2-Week6-Mouse17	SCV2-Week6-Mouse18	SCV2-Week6-Mouse19	SCV2-Week6-Mouse1	SCV2-Week6-Mouse20	SCV2-Week6-Mouse2	SCV2-Week6-Mouse3	SCV2-Week6-Mouse4	SCV2-Week6-Mouse5	SCV2-Week6-Mouse6	SCV2-Week6-Mouse7	SCV2-Week6-Mouse8	SCV2-Week6-Mouse9	SCV2-Week7-Mouse10	SCV2-Week7-Mouse11	SCV2-Week7-Mouse12	SCV2-Week7-Mouse13	SCV2-Week7-Mouse14	SCV2-Week7-Mouse15	SCV2-Week7-Mouse16	SCV2-Week7-Mouse17	SCV2-Week7-Mouse18	SCV2-Week7-Mouse19	SCV2-Week7-Mouse1	SCV2-Week7-Mouse20	SCV2-Week7-Mouse2	SCV2-Week7-Mouse3	SCV2-Week7-Mouse4	SCV2-Week7-Mouse5	SCV2-Week7-Mouse6	SCV2-Week7-Mouse7	SCV2-Week7-Mouse8	SCV2-Week7-Mouse9	SCV2-Week8-Mouse10-Cecum	SCV2-Week8-Mouse10	SCV2-Week8-Mouse10-Small-Intestine	SCV2-Week8-Mouse11-Cecum	SCV2-Week8-Mouse11	SCV2-Week8-Mouse11-Small-Intestine	SCV2-Week8-Mouse12-Cecum	SCV2-Week8-Mouse12	SCV2-Week8-Mouse12-Small-Intestine	SCV2-Week8-Mouse13-Cecum	SCV2-Week8-Mouse13	SCV2-Week8-Mouse13-Small-Intestine	SCV2-Week8-Mouse14-Cecum	SCV2-Week8-Mouse14	SCV2-Week8-Mouse14-Small-Intestine	SCV2-Week8-Mouse15-Cecum	SCV2-Week8-Mouse15	SCV2-Week8-Mouse15-Small-Intestine	SCV2-Week8-Mouse16-Cecum	SCV2-Week8-Mouse16	SCV2-Week8-Mouse16-Small-Intestine	SCV2-Week8-Mouse17-Cecum	SCV2-Week8-Mouse17	SCV2-Week8-Mouse17-Small-Intestine	SCV2-Week8-Mouse18-Cecum	SCV2-Week8-Mouse18	SCV2-Week8-Mouse18-Small-Intestine	SCV2-Week8-Mouse19-Cecum	SCV2-Week8-Mouse19	SCV2-Week8-Mouse1-Cecum	SCV2-Week8-Mouse1	SCV2-Week8-Mouse1-Small-Intestine	SCV2-Week8-Mouse20-Cecum	SCV2-Week8-Mouse20	SCV2-Week8-Mouse2-Cecum	SCV2-Week8-Mouse2	SCV2-Week8-Mouse2-Small-Intestine	SCV2-Week8-Mouse3-Cecum	SCV2-Week8-Mouse3	SCV2-Week8-Mouse3-Small-Intestine	SCV2-Week8-Mouse4-Cecum	SCV2-Week8-Mouse4	SCV2-Week8-Mouse4-Small-Intestine	SCV2-Week8-Mouse5-Cecum	SCV2-Week8-Mouse5	SCV2-Week8-Mouse5-Small-Intestine	SCV2-Week8-Mouse6-Cecum	SCV2-Week8-Mouse6	SCV2-Week8-Mouse6-Small-Intestine	SCV2-Week8-Mouse7-Cecum	SCV2-Week8-Mouse7	SCV2-Week8-Mouse7-Small-Intestine	SCV2-Week8-Mouse8-Cecum	SCV2-Week8-Mouse8	SCV2-Week8-Mouse8-Small-Intestine	SCV2-Week8-Mouse9-Cecum	SCV2-Week8-Mouse9	SCV2-Week8-Mouse9-Small-Intestine	SCV2-Week8-MouseSI19	SCV2-Week8-MouseSI20
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00058|genus_vGENUS-02998|species_vOTU-030560	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4001497|genus_4022983|species_4186303	0	0	0	4.5235159449288e-05	7.12637215314614e-05	3.40366025954877e-05	4.12309546505773e-05	3.50556215542163e-05	7.28161164544838e-05	2.99306068153719e-05	0	6.71612706281668e-05	0	0	2.991434070879e-05	0	3.89925825378239e-05	4.20990319365148e-05	4.81931292534619e-05	0	5.1209940412478e-05	0	2.8483215261859e-05	0	0	0	2.39748014447222e-05	0	3.27594019515603e-05	0	3.67989191143029e-05	0	0	3.62998708091796e-05	0	2.08126757127423e-05	0	2.3608870318393e-05	4.47203524267283e-05	0	0.000111583343448024	3.34132880876186e-05	3.98916022383635e-05	0	0	3.57213900021233e-05	0	0	0	0	0	0	2.39137838661952e-05	0	0	2.87759750410101e-05	0	2.40907974366606e-05	1.5658823258296e-05	0	0	0	0	2.46540460828929e-05	0	8.464361645704e-05	0	0	5.41866987711568e-05	4.21496159954574e-05	0	0	0	0	4.23112348368969e-05	3.115904780443e-05	0	0	0	0	0	0	0	0	6.86746688988692e-05	0	6.0988502040187e-05	0	0	3.99603119482013e-05	0	7.32089843743227e-05	0	3.04170126039255e-05	0	0	2.5646625042738e-05	4.17213315420017e-05	0	7.8665714894072e-05	5.27426625669423e-05	0	8.68119165040351e-05	8.13826761764652e-05	6.70951284675326e-05	7.17021113790471e-05	3.17720364491317e-05	0	2.75115004583289e-05	3.1961725305706e-05	0	5.01850222288993e-05	0	0	0	0	4.38215901594769e-05	4.77411912416896e-05	6.78880634573989e-05	3.48624624270661e-05	0	0	0	6.37674625612644e-05	0	0	0.000102023079986144	2.55571624590006e-05	0	0.00013206268482232	8.69247669638795e-05	0	0.00013363178782352	6.49904561625722e-05	0	4.92217344301196e-05	0.000126928290693608	0	3.0383793302554e-05	0	0	2.69536360173032e-05	7.3102254847796e-05	0	6.04415308482868e-05	0	0	0	4.8238340523659e-05	3.47076681753551e-05	0	0	0	2.99124754675567e-05	0	0	0	0	0	0	0	0	0	0	3.07520699843329e-05	0	5.5672603699868e-05	0	0.000257785021695585	4.08534799266638e-05	9.25441173645419e-05	0	0	6.28406060353292e-05	0	9.92336813232309e-05	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00070|genus_vGENUS-06836|species_vOTU-000930	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000599|genus_4015140|species_4186436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93125605623806e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00009|species_vOTU-016176	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000181|species_4186858	6.24560883440372e-05	7.17680273424933e-05	3.32399398807986e-05	6.38883163990619e-05	7.02437466529781e-05	0.000114930581602065	2.40963885086004e-05	0.000100587302075203	0.000133147249524461	4.26703326580863e-05	0.000119972680468281	7.75517976994253e-05	5.43092642005161e-05	4.36779642351818e-05	8.75348062184911e-05	0.000255188151328158	7.2600958896279e-05	0.000112551201912843	7.302103238127e-05	6.17259106586958e-05	6.35478723367382e-05	1.71038984844016e-05	7.12091494512291e-05	5.36205393328531e-05	6.92383663132319e-05	4.39252144504876e-05	2.67491628634462e-05	5.15291259022879e-05	4.78635095539285e-05	2.47932489906058e-05	1.61296480858173e-05	0.000121893249839774	2.41160532620571e-05	5.259438361294e-05	8.82367176242683e-05	1.1352545739467e-05	6.65433172280238e-05	5.56695118638598e-05	2.69733607865661e-05	2.27066807687955e-05	0.000106317956723916	3.59256868377176e-05	0.000107097023966227	6.19554308375883e-05	5.08163940511123e-05	0.000105303334489476	7.30060327994307e-05	3.28158580468299e-05	2.76184958344968e-05	2.61891589860816e-05	5.15771868426436e-05	2.11838787728424e-05	3.26102141901074e-05	0.000152032256641679	6.87186347653897e-05	9.23788615490394e-05	8.4476385662834e-05	2.05322500617137e-05	3.52329021791006e-05	1.62279311766851e-05	4.59210919491168e-05	0.000120255400954493	6.5957451197543e-05	7.74453306488695e-05	3.66354296698704e-05	5.7712457341209e-05	3.33137986549236e-05	1.6347229513069e-05	1.15456415682515e-05	0	0	9.77308662289797e-06	0	7.49013669899527e-05	0	4.88638148119848e-05	0.000196549608397975	4.5107572450264e-05	7.22935029628091e-05	2.48252087263795e-05	3.35840240880421e-05	4.93806675897417e-05	0	4.51020912621586e-05	4.95787432563808e-05	4.14408661562558e-05	7.67699419056325e-05	6.25072205486125e-05	3.88967122501441e-05	7.92613598325879e-05	2.84894823582751e-05	8.73529923218873e-05	0.000400412421178406	1.64693614402809e-05	4.10840699159474e-05	0.000294776622402592	4.84855953361983e-05	2.42634524822465e-05	2.69251731863705e-05	0.00031094703654009	0.000105404301333069	0	2.69049394586739e-05	2.69037838882209e-05	0.000143882927831187	0	0.000111023337278075	3.25662532100099e-05	3.81862012813407e-05	6.59220872292176e-05	2.3766871387442e-05	3.7272736989775e-05	0.000311448117006215	7.22862737498697e-05	1.32614883175447e-05	0	4.88020779237109e-05	4.27989580527857e-05	3.29159383958009e-05	0.000149104180702304	0.000155964926885719	0.000133442246839305	0	0.000206229072474881	0	0	0.000112845470758512	8.13195132675851e-05	0	0.0002671962125506	0.000107340591948374	0	0.00018728989822222	0.000142228401187724	0	7.27150606606481e-05	0.000113963047614972	0	0.000110981496485478	0.000216942750651233	0	2.19119516593282e-05	4.89838584081245e-05	0	6.18161667127527e-05	5.72979420957091e-05	0	5.86822509029928e-05	5.00504427023602e-05	8.13473668005292e-05	8.84138589772078e-05	0	5.32516616434954e-05	3.20495810268263e-05	0.000124500785199992	0.000180214637782486	0	0.000113334837642085	0.000103671473190058	0	1.60848567083171e-05	0	0	0	0.000269584041431762	0.000214454780647851	0.000120870039078475	0	0.000124885841069371	0.000102849526572937	5.69130459278185e-05	0	0	1.42821788061255e-05	0	0.000307074050866146	0	0.000105648450000062	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00060|genus_vGENUS-08940|species_vOTU-041275	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000358|genus_4012506|species_4187228	0	0.000162733865034788	8.43150387688654e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00001|genus_vGENUS-00969|species_vOTU-011157	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000176|genus_4004191|species_4187310	0	0.000146948449512646	0.000280884016768677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00022|genus_vGENUS-04566|species_vOTU-000066	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000150|genus_4034030|species_4187460	0	9.0368887532695e-05	0	6.76170153721909e-05	0	3.29761811357658e-05	6.04902489334705e-05	0	0	0.000199296094540112	0	0	3.35819965434822e-05	5.7290034292093e-05	0	0	0	5.28089790713294e-05	0	0	0	0	0	0.000103621264192075	0.00018732362620988	0.00041098228550039	6.71496278288462e-05	6.06682585836673e-05	0.000122420978079325	9.5120912135822e-05	0.000160435965519524	0.000150855283907639	0.000205606237073479	0.00017936157609785	0.000170080648162962	7.74307200380519e-05	0.000267274696209045	5.83269870636274e-05	0.000109984114108835	0	0.000114759662003367	5.37877986005438e-05	0.000130439586445865	8.3935283377927e-05	4.66571898699122e-05	0.000366442712904872	0.0004338504827817	0.000230181125316501	0.000308247724762601	0.00055075958958733	0.000523490030553751	7.40490326940286e-05	0.000252539289184036	7.245734655206e-05	0.000201097453038861	0.000269036693940233	0.000221606254606417	0.00104530935501774	0.000249410705869996	0.000375998629419804	7.62413153133696e-05	8.60993066732019e-05	0	9.00841212207358e-05	0	0.000118909449603332	0.000246153661560943	0	0	0	0	7.4232688394744e-05	0	3.31118972626747e-05	3.16231826218075e-05	0	0.000173956007788094	0.000461488360515938	0.000246541089414989	0	0	0.000352113073094649	0	0	6.92747672417621e-05	0	0.000209991031045366	0.000149493828577816	0.00019731491298597	0.000232292012344432	0.000313061807706683	0.000219877217193846	0.000103256798906573	0.000158094452435922	0.00011994109619341	8.73222541736935e-05	0.000509601606697672	0.000195449792071584	0.000231552089723723	0.000138422662611909	0.000191358621406289	0	0	0	9.81362150730694e-05	0	0.000417867934490711	0.000394659795507844	0.000508336926631097	0.000290770245381397	0.000270883269228384	0.000457389316339957	8.87746514090878e-05	9.45378564377832e-05	0.000165826425491696	0	0.000303138083526795	0.000179875884420565	0.000101728889172436	0	6.8701693079885e-05	0.000122093407910501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000596733616876929	0.000391677633574763	0	0.000251898568556283	0.00049675000454847	0	0.000417716980663074	0.000472221566842859	0	0.00041930514128218	0.000563263883207293	0	0	0	0.000615871308811428	0.000609833416469113	0	3.40131469985136e-05	0	0	5.39099164886498e-05	0	3.96166807178781e-05	0	0	0	5.74598170475238e-05	0	8.51654298411988e-05	0.000424027411603163	0	0.000116915228837609	0.000188815254815412	0	0	0.00039100278408957	0	6.10132072861914e-05	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00022|genus_vGENUS-03345|species_vOTU-000067	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000150|genus_4008691|species_4187461	0.000351337478209185	9.29417520276451e-05	0.00018079102932547	0.000115567578387253	0.000263848144761233	0	0	0	0	0	0	0	0	0.000235172126597528	0.00020839328426764	0	0	0	0	0	0.000176349437744339	0.000502522855307693	0	0	0.000369968743325545	0.000436938703039741	0.000263781780270589	0	0	0	0.000236129501341073	0	0	0	0	0.000336285709749734	0.000254363714039932	0.000474991301775697	0.000282207368480932	0.000589056762767863	0.000185630285972956	0.000481036298157564	0.000165909384470008	0	0	0	0	0	0.000272609794581588	0	0	0	0.00175169616003264	0	0.000253200431994049	0	0	0	0	0	0.000357138366120005	0	0	0.00012853658599258	0	0.000485145819962451	0.000255612785325886	0	0	0.000223508106409892	0	0	0	0	0	0	0	0	0	0	0.00014891392307175	0	0	0	0	0	0	0.000411485563136658	0.000185063858556261	0	3.04114216853249e-05	0	0	4.46486527492799e-05	0	0	0	0.000145449949760615	0.000214222972052063	0.000200281782580192	0	0	0	0	0	0.000263063345116992	0	0	0	0.00015552691176075	0	0	0	0	0	0	0	0	0.00120467974227041	0	6.42162343581752e-05	0	0	0.000315025538972629	0	0	0.000101835486884248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000140296784246424	0	0	0	0	0	0	0.0001521072899009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|order_Crassvirales|family_vFAM-00055|genus_vGENUS-00482|species_vOTU-000061	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|order_4000012|family_4000524|genus_4004036|species_4187463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.97199976979484e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00309|genus_vGENUS-01900|species_vOTU-000062	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4001746|genus_4001747|species_4187464	0	0	0	0	4.74789863764841e-06	5.46399592039454e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.53331764345415e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06272042036643e-05	0	0	0	0	7.42830411191492e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.47067255920203e-06	7.8033818647299e-06	0	0	0	8.6230999355169e-06	9.4177234016261e-06	0	0	0	0	0	0	0	0	0	0	4.47669647909701e-06	0	0	0	0	0	0	6.86643852426681e-06	0	0	7.64309704308335e-06	0	0	1.67173202994038e-05	1.0656002124908e-05	0	0	1.02801309336306e-05	0	0	8.47325956722001e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.03322817926794e-06	0	0	0	0	0	1.16740636345019e-05	0	0	0	0	0	0	8.55950438307991e-06	0	8.18793840555266e-06	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00001|genus_vGENUS-20701|species_vOTU-060918	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000176|genus_4187558|species_4187559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000113269471451486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000116999851524982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58234859126476e-05	0	0	4.29393964499638e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00004|genus_vGENUS-00234|species_vOTU-006053	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000192|genus_4000845|species_4187738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.3111507485671e-06	1.49038107156838e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00003|genus_vGENUS-20723|species_vOTU-006054	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000138|genus_4187745|species_4187746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000465130813548516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000375832721475487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00032|genus_vGENUS-00336|species_vOTU-074236	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000922|genus_4001340|species_4188032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.48590670959539e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000659739643967269	0.00110797919354426	0.000637674455625361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000635313852622069	0.000801135713526628	0.00160356237190328	0.000278510362703794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000936796312042024	0.000974023865163194	0	0.00217720353799625	0.00211402265562505	0	0.00144189830102221	0.000290359940797989	0.00389578053809273	0.000935537176466144	0.00101111320605622	0	0.00198003235413654	0.00239577699014552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00009|genus_vGENUS-10783|species_vOTU-015851	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000181|genus_4000723|species_4188330	0.00103149450188238	0.00148842152581455	0.000733507402335031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00008|genus_vGENUS-00235|species_vOTU-007650	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000169|genus_4000616|species_4188737	0.000423722867959479	0.000204282667468551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
